day,month_year,category,class_name,location,time_of_day,duration,month,year
30,"January, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,January,2021
30,"January, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,January,2021
29,"January, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 02:00:00,January,2021
28,"January, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 02:00:00,January,2021
28,"January, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,January,2021
27,"January, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 02:00:00,January,2021
27,"January, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,January,2021
26,"January, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 02:00:00,January,2021
25,"January, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 02:00:00,January,2021
23,"January, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,January,2021
22,"January, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 02:00:00,January,2021
21,"January, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,January,2021
20,"January, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 02:00:00,January,2021
20,"January, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,January,2021
18,"January, 2021",Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 00:30:00,January,2021
18,"January, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,January,2021
18,"January, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 02:00:00,January,2021
16,"January, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,January,2021
14,"January, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,January,2021
13,"January, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 02:00:00,January,2021
11,"January, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 02:00:00,January,2021
9,"January, 2021",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,January,2021
7,"January, 2021",Martial arts,Striking and Clinching,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,January,2021
6,"January, 2021",Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 00:30:00,January,2021
6,"January, 2021",Martial arts,Adults Online Class,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,January,2021
6,"January, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 02:00:00,January,2021
6,"January, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,January,2021
4,"January, 2021",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 02:00:00,January,2021
4,"January, 2021",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,January,2021
28,"December, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 02:00:00,December,2020
23,"December, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 02:00:00,December,2020
21,"December, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 02:00:00,December,2020
18,"December, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 02:00:00,December,2020
16,"December, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 02:00:00,December,2020
16,"December, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,December,2020
14,"December, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,December,2020
12,"December, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,December,2020
9,"December, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 02:00:00,December,2020
9,"December, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,December,2020
7,"December, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,December,2020
5,"December, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,December,2020
4,"December, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 02:00:00,December,2020
2,"December, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 02:00:00,December,2020
2,"December, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,December,2020
30,"November, 2020",Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00,November,2020
30,"November, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 02:00:00,November,2020
30,"November, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,November,2020
23,"November, 2020",Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00,November,2020
23,"November, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 02:00:00,November,2020
21,"November, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,November,2020
21,"November, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,November,2020
19,"November, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,November,2020
18,"November, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,November,2020
16,"November, 2020",Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00,November,2020
16,"November, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 02:00:00,November,2020
16,"November, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,November,2020
14,"November, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,November,2020
12,"November, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,November,2020
11,"November, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 02:00:00,November,2020
11,"November, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,November,2020
9,"November, 2020",Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00,November,2020
9,"November, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 02:00:00,November,2020
9,"November, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,November,2020
7,"November, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,November,2020
6,"November, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 02:00:00,November,2020
5,"November, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,November,2020
4,"November, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 02:00:00,November,2020
4,"November, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,November,2020
2,"November, 2020",Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00,November,2020
2,"November, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 02:00:00,November,2020
31,"October, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,October,2020
28,"October, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,October,2020
26,"October, 2020",Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00,October,2020
26,"October, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,October,2020
24,"October, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,October,2020
10,"October, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,October,2020
30,"September, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,September,2020
28,"September, 2020",Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00,September,2020
28,"September, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,September,2020
26,"September, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,September,2020
24,"September, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,September,2020
23,"September, 2020",Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00,September,2020
23,"September, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,September,2020
21,"September, 2020",Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00,September,2020
21,"September, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,September,2020
19,"September, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,September,2020
17,"September, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,September,2020
16,"September, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,September,2020
14,"September, 2020",Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00,September,2020
14,"September, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,September,2020
12,"September, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,September,2020
10,"September, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,September,2020
3,"September, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,September,2020
2,"September, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,September,2020
31,"August, 2020",Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00,August,2020
31,"August, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,August,2020
29,"August, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,August,2020
27,"August, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,August,2020
26,"August, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,August,2020
24,"August, 2020",Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00,August,2020
24,"August, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,August,2020
22,"August, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,August,2020
21,"August, 2020",Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00,August,2020
20,"August, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,August,2020
19,"August, 2020",Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00,August,2020
19,"August, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,August,2020
17,"August, 2020",Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00,August,2020
7,"August, 2020",Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00,August,2020
5,"August, 2020",Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00,August,2020
2,"July, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,July,2020
1,"July, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,July,2020
29,"June, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,June,2020
27,"June, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,June,2020
26,"June, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 00:45:00,June,2020
25,"June, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,June,2020
24,"June, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,June,2020
23,"June, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00,June,2020
22,"June, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,June,2020
20,"June, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,June,2020
18,"June, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00,June,2020
18,"June, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,June,2020
17,"June, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,June,2020
16,"June, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00,June,2020
15,"June, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,June,2020
13,"June, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,June,2020
11,"June, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,June,2020
9,"June, 2020",Martial arts,Online Advanced,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,Unknown,0 days 00:45:00,June,2020
8,"June, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,June,2020
4,"June, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,June,2020
3,"June, 2020",Martial arts,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,Unknown,0 days 01:00:00,June,2020
3,"June, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,June,2020
2,"June, 2020",Martial arts,Fighting Mastery Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,Unknown,0 days 01:00:00,June,2020
1,"June, 2020",Martial arts,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,Unknown,0 days 01:00:00,June,2020
1,"June, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,June,2020
30,"May, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,May,2020
29,"May, 2020",Martial arts,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,Unknown,0 days 01:00:00,May,2020
28,"May, 2020",Martial arts,Striking and Clinching,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,May,2020
28,"May, 2020",Martial arts,Fighting Mastery Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,Unknown,0 days 01:00:00,May,2020
28,"May, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00,May,2020
27,"May, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,May,2020
26,"May, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,May,2020
25,"May, 2020",Martial arts,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,Unknown,0 days 01:00:00,May,2020
21,"May, 2020",Martial arts,Fighting Mastery Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,Unknown,0 days 01:00:00,May,2020
21,"May, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00,May,2020
20,"May, 2020",Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 00:30:00,May,2020
20,"May, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,May,2020
20,"May, 2020",Martial arts,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,Unknown,0 days 01:00:00,May,2020
19,"May, 2020",Martial arts,Fighting Mastery Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,Unknown,0 days 01:00:00,May,2020
19,"May, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00,May,2020
18,"May, 2020",Martial arts,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,Unknown,0 days 01:00:00,May,2020
14,"May, 2020",Martial arts,Fighting Mastery Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,Unknown,0 days 01:00:00,May,2020
13,"May, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,May,2020
13,"May, 2020",Martial arts,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,Unknown,0 days 01:00:00,May,2020
